show_id,type,title,director_id,date_added,release_year,rating,duration,description,year_added,month_added
s247,movie,man in love,150,2021-08-20,2021,tv-ma,115 min,"when he meets a debt-ridden woman who's caring for her ailing father, a debt collector with a heart of gold sets out to win her love.",2021,8
s248,movie,sweet girl,151,2021-08-20,2021,r,110 min,"he lost the love of his life to a pharmaceutical company's greed. now his daughter is without a mother, and he's without justice. for now.",2021,8
s249,tv show,the chair,2,2021-08-20,2021,tv-ma,1 Season,"at a major university, the first woman of color to become chair tries to meet the dizzying demands and high expectations of a failing english department.",2021,8
s250,movie,the loud house movie,152,2021-08-20,2021,tv-y7,88 min,"with his parents and all 10 sisters in tow, lincoln loud heads to scotland and learns that royalty runs in the family in this global musical journey!",2021,8
s251,movie,a faraway land,153,2021-08-19,2020,tv-pg,102 min,"in the faroe islands, a married woman meets a reporter filming a documentary on overseas filipino workers, which soon sparks a complicated love story.",2021,8
s252,movie,like crazy,154,2021-08-19,2011,pg-13,91 min,a spirited exchange student and an american man fall in love in la. but their romance faces an uphill battle when she is forced to return to england.,2021,8
s253,movie,black island,155,2021-08-18,2021,tv-ma,105 min,the dark secrets of a seemingly peaceful island threaten to swallow up an orphaned student when he grows close to a mysterious new teacher.,2021,8
s254,movie,bombay,156,2021-08-18,1995,tv-14,135 min,"years after they elope against their family’s wishes, a couple and their sons become caught in the throes of conflict in their city.",2021,8
s255,tv show,go! go! cory carson,2,2021-08-18,2021,tv-y,5 Seasons,"beep, beep – go, go! buckle up for fun and adventure with adorable kid car cory carson as he explores the winding roads of bumperton hills.",2021,8
s256,movie,memories of a murderer: the nilsen tapes,157,2021-08-18,2021,tv-ma,86 min,serial killer dennis nilsen narrates his life and horrific crimes via a series of chilling audiotapes recorded from his jail cell.,2021,8
s257,movie,nneka the pretty serpent,158,2021-08-18,2020,tv-14,140 min,"years after the mysterious murder of her parents, a traumatized woman gains supernatural powers that aid in her quest for revenge against the killers.",2021,8
s258,movie,o kadhal kanmani,156,2021-08-18,2015,tv-14,133 min,"it's love at first sight for a young couple repelled by the concept of marriage, but their view shifts when they meet their older-couple neighbors.",2021,8
s259,movie,out of my league,159,2021-08-18,2020,tv-ma,92 min,"tired of swiping through the dating scene with her besties in tow, a charming yet awkward woman with a rare genetic disorder sets her sights on love.",2021,8
s260,movie,pahuna,160,2021-08-18,2018,tv-pg,82 min,"fleeing unrest in their native nepal, three young siblings separated from their parents must beat the odds to survive on their own in india.",2021,8
s261,tv show,the defeated,2,2021-08-18,2020,tv-ma,1 Season,"in 1946 berlin, an american cop searches for his missing brother while helping a novice german policewoman fight the violent crimes engulfing the city.",2021,8
s262,movie,the secret diary of an exchange student,11,2021-08-18,2021,tv-14,97 min,"looking to shake things up, two best friends embark on a life-changing adventure abroad as exchange students. but can they stay out of trouble?",2021,8
s263,movie,untold: deal with the devil,161,2021-08-18,2021,tv-ma,78 min,"christy martin broke boundaries and noses as she rose in the boxing world, but her public persona belied personal demons, abuse and a threat on her life.",2021,8
s264,tv show,mother goose club,2,2021-08-16,2016,tv-y,2 Seasons,classic nursery rhymes and children's songs get a fresh twist in this high-energy program that helps kids learn as they dance and sing along.,2021,8
s265,movie,walk of shame,162,2021-08-16,2014,r,94 min,"after a night of boozy carousing, a local newscaster finds herself stranded on the streets of la just hours before the job interview of a lifetime.",2021,8
s266,tv show,rascal does not dream of bunny girl senpai,2,2021-08-15,2018,tv-14,1 Season,"after experiencing ""puberty syndrome"" himself, high school pariah sakuta keeps meeting girls suffering from it, including his sister and actor mai.",2021,8
s267,tv show,the creative indians,2,2021-08-15,2020,tv-ma,1 Season,"from chefs and comedians to filmmakers and fashion designers, india’s most notable imaginative minds share their artistic journeys.",2021,8
s268,movie,the piano,66,2021-08-15,1993,r,121 min,"with her daughter and her beloved piano in tow, a mute scottish woman arrives in new zealand, where a gruff loner sets out to seduce her.",2021,8
s269,movie,unroyal,163,2021-08-15,2020,tv-ma,97 min,"when a rude and arrogant princess finds herself relying on a gatekeeper after a terrible accident, it may be enough to make her change her ways.",2021,8
s270,tv show,winx club,2,2021-08-15,2015,tv-y7,2 Seasons,"in this animated fantasy, a girl named bloom befriends a band of fairies, then follows them into the secretive and dangerous ""magical dimension.""",2021,8
s271,movie,beckett,164,2021-08-13,2021,tv-ma,110 min,an american tourist goes on the run in greece after a tragic accident plunges him into a political conspiracy that makes him a target for assassination.,2021,8
s272,tv show,brand new cherry flavor,2,2021-08-13,2021,tv-ma,1 Season,"a filmmaker heads to hollywood in the early '90s to make her movie but tumbles down a hallucinatory rabbit hole of sex, magic, revenge — and kittens.",2021,8
s273,tv show,fast & furious spy racers,2,2021-08-13,2021,tv-y7,5 Seasons,a government agency recruits teen driver tony toretto and his thrill-seeking friends to infiltrate a criminal street racing circuit as undercover spies.,2021,8
s274,tv show,gone for good,165,2021-08-13,2021,tv-ma,1 Season,"ten years after losing two loved ones, a man is plunged into another dizzying mystery when his girlfriend vanishes. based on a harlan coben novel.",2021,8
s275,tv show,grace and frankie,2,2021-08-13,2021,tv-ma,7 Seasons,"they’re not friends, but when their husbands leave them for each other, proper grace and eccentric frankie begin to bond in this emmy-nominated series.",2021,8
s276,tv show,the kingdom,2,2021-08-13,2021,tv-ma,1 Season,"after his running mate's murder, a controversial televangelist becomes argentina's presidential candidate. but nothing about him is as holy as he seems.",2021,8
s277,tv show,valeria,166,2021-08-13,2021,tv-ma,2 Seasons,"a writer in creative and marital crises finds support from three friends, who are also discovering themselves. based on the novels by elísabet benavent.",2021,8
s278,tv show,alrawabi school for girls,2,2021-08-12,2021,tv-14,1 Season,the bullied outcasts at prestigious al rawabi school for girls plot a series of risky takedowns to get back at their tormentors.,2021,8
s279,movie,lokillo: nothing's the same,167,2021-08-12,2021,tv-ma,64 min,"through songs and puns, comedian lokillo florez hilariously reviews how latin americans have adjusted to a new world where no-hugging policies prevail.",2021,8
s280,movie,monster hunter: legends of the guild,168,2021-08-12,2021,tv-pg,59 min,"in a world where humans and fearsome monsters live in an uneasy balance, young hunter aiden fights to save his village from destruction by a dragon.",2021,8
s281,tv show,bake squad,2,2021-08-11,2021,tv-pg,1 Season,expert bakers elevate desserts with next-level ideas and epic execution. now the battle is on to win over clients in need of very special sweets.,2021,8
s282,movie,brother jekwu,169,2021-08-11,2016,tv-14,101 min,"chasing wild success, a village hustler follows his cousin from nigeria to kenya and stumbles into the shady business affairs of a notorious overlord.",2021,8
s283,movie,la diosa del asfalto,170,2021-08-11,2020,tv-ma,127 min,"a woman from a tough neighborhood outside mexico city comes home a rock star, inadvertently provoking a confrontation with the ghosts of her past.",2021,8
s284,movie,misha and the wolves,171,2021-08-11,2021,pg-13,90 min,"as a little girl, she escaped the holocaust and lived among wolves. or did she? an extraordinary story elicits sympathy — then draws scrutiny.",2021,8
s285,movie,the kissing booth 3,172,2021-08-11,2021,tv-14,114 min,"determined to make the most of her final summer before college, elle plans the ultimate bucket list as she navigates what comes next with noah and lee.",2021,8
s286,movie,the railway man,173,2021-08-11,2013,r,108 min,"decades after world war ii, a still-shattered soldier unexpectedly falls in love and sees a bizarre coincidence bring his past back into focus.",2021,8
s287,tv show,gabby's dollhouse,2,2021-08-10,2021,tv-y,2 Seasons,"cute cats, quirky crafts and colorful magic! join kitty enthusiast gabby and her sidekick pandy paws as they team up for a series of animated adventures.",2021,8
s288,tv show,i need romance,174,2021-08-10,2021,tv-14,1 Season,"a workaholic who lost interest in romance reunites with an old flame and gifted music composer, who's determined to restore her belief in love.",2021,8
s289,tv show,las muñecas de la mafia,2,2021-08-10,2018,tv-ma,1 Season,"based on the book ""las fantásticas,"" this exciting telenovela follows the tumultuous lives of five women who get mixed up with the mafia.",2021,8
s290,tv show,the crowned clown,2,2021-08-10,2019,tv-14,1 Season,"standing in for an unhinged joseon king, a look-alike clown plays the part but increasingly becomes devoted to protecting the throne and the people.",2021,8
s291,movie,untold: malice at the palace,175,2021-08-10,2021,tv-ma,70 min,"key figures from an infamous 2004 incident between players and fans at an nba game in michigan discuss the fight, its fallout and its lasting legacy.",2021,8
s292,tv show,shaman king,2,2021-08-09,2021,tv-14,1 Season,"medium yoh asakura enters a battle tournament held every 500 years, competing with other shamans in a bid to become the all-powerful shaman king.",2021,8
s293,movie,quartet,176,2021-08-08,2012,pg-13,98 min,"to save their posh retirement home, former opera stars plan a gala recital — until the biggest diva among them refuses to sing.",2021,8
s294,movie,slay,177,2021-08-08,2021,tv-ma,86 min,"in pursuit of both success and validation, a group of tech-savvy individuals juggle intimate encounters, first impressions and romantic opportunities.",2021,8
s295,movie,takizawa kabuki zero 2020 the movie,178,2021-08-07,2020,tv-pg,139 min,"superstar hideaki takizawa reimagines his acclaimed kabuki production for the screen, featuring the dynamic talents of idol group snow man.",2021,8
s296,movie,the paper tigers,179,2021-08-07,2021,pg-13,111 min,"after reuniting as middle-aged men, three kung-fu prodigies must set their differences aside and dust off their skills to avenge their beloved mentor.",2021,8
s297,tv show,hit & run,2,2021-08-06,2021,tv-ma,1 Season,a man searching for the truth behind his wife's death becomes caught up in a dangerous web of secrets and intrigue stretching from new york to tel aviv.,2021,8
s298,tv show,navarasa,180,2021-08-06,2021,tv-ma,1 Season,"from amusement to awe, the nine human emotions of indian aesthetic theory are explored in this anthology series.",2021,8
s299,movie,quam's money,181,2021-08-06,2020,tv-ma,115 min,"in this sequel to ""new money,"" quam, a security guard turned multimillionaire, lives the good life with his fortune until he falls victim to fraud.",2021,8
s300,movie,the swarm,182,2021-08-06,2021,tv-14,102 min,"a single mother breeds locusts as high-protein food, but has trouble getting them to reproduce — until she finds they have a taste for blood.",2021,8
s301,movie,vivo,183,2021-08-06,2021,pg,100 min,a music-loving kinkajou embarks on the journey of a lifetime to fulfill his destiny and deliver a love song for an old friend.,2021,8
s302,movie,chennai express,184,2021-08-05,2013,tv-14,135 min,what could have been a sad journey turns joyful for rahul when he falls in love with a woman en route to submerging his grandfather's ashes.,2021,8
s303,movie,city of god: 10 years later,185,2021-08-05,2013,tv-ma,69 min,"a decade after the seminal brazilian film ""city of god,"" this documentary reunites some of the cast and crew to find out what paths their lives took.",2021,8
s304,movie,esperando la carroza,186,2021-08-05,1985,tv-ma,95 min,cora has three sons and a daughter and she´s almost 80. one day during a family reunion the big question comes up: who will be her heir?,2021,8
s305,movie,lady boss: the jackie collins story,187,2021-08-05,2021,tv-14,97 min,"""queen of sleaze"" or feminist pioneer? powerhouse novelist jackie collins created a brash sex-positive persona while hiding her private struggles.",2021,8
s306,movie,tango feroz,188,2021-08-05,1993,tv-ma,124 min,"one of the first rock stars in argentina, tango leads a full life during an era of social unrest – one of both glory and despair.",2021,8
s307,movie,'76,189,2021-08-04,2016,tv-pg,118 min,"when her husband is accused of taking part in an attempted military coup, a pregnant woman's life takes an emotional turn. inspired by true events.",2021,8
s308,movie,aftermath,190,2021-08-04,2021,tv-ma,115 min,"desperate to save their marriage, a young couple takes a deal and moves into their dream home, but disturbing events reveal the house's troubled history.",2021,8
s309,movie,american masters: inventing david geffen,191,2021-08-04,2012,tv-ma,115 min,"the son of jewish immigrants, david geffen emerged from a humble upbringing to become one of the most powerful media personalities in america.",2021,8
s310,tv show,car masters: rust to riches,2,2021-08-04,2021,tv-pg,3 Seasons,"the colorful crew at gotham garage overhauls an eclectic collection of cars and trucks, trading up to a showstopper they can sell for big bucks.",2021,8
s311,tv show,cocaine cowboys: the kings of miami,192,2021-08-04,2021,tv-ma,1 Season,two childhood friends go from high school dropouts to the most powerful drug kingpins in miami in this true story of a crime saga that spanned decades.,2021,8
s312,tv show,control z,2,2021-08-04,2021,tv-ma,2 Seasons,"when a hacker begins releasing students' secrets to the entire high school, the socially isolated but observant sofía works to uncover his/her identity.",2021,8
s313,tv show,cooking with paris,2,2021-08-04,2021,tv-ma,1 Season,"with an anyone-can-cook attitude, paris hilton adds her own flair to every dish. fun is just one edible glitter bomb away on this unique cooking show.",2021,8
s314,tv show,autumn's concerto,2,2021-08-03,2009,tv-14,1 Season,"after losing all memories of his past, a wealthy lawyer travels to a rural village where a woman he once loved now lives with her son.",2021,8
s315,movie,heavy,193,2021-08-03,1995,r,104 min,overweight victor hides from the world making pizzas in his mother's gloomy dive until a new waitress blows in and disrupts his isolation.,2021,8
s316,movie,ije: the journey,194,2021-08-03,2010,tv-ma,106 min,"when her sister is accused of multiple murders, a nigerian woman travels to los angeles to uncover the truth and fight for her sibling’s freedom.",2021,8
s317,tv show,office girls,195,2021-08-03,2011,tv-14,1 Season,"a department store mogul has his son work incognito in a menial job to prove his worthiness, while female co-workers teach him how normal people live.",2021,8
s318,movie,pray away,196,2021-08-03,2021,pg-13,102 min,"ex-leaders and a survivor of the so-called ""conversion therapy"" movement speak out about its harm to the lgbtq+ community and its devastating persistence.",2021,8
s319,movie,shiny_flakes: the teenage drug lord,197,2021-08-03,2021,tv-ma,97 min,"max s. reveals how he built a drug empire from his childhood bedroom in this story that inspired the series ""how to sell drugs online (fast).""",2021,8
s320,tv show,the prince who turns into a frog,2,2021-08-03,2005,tv-14,1 Season,"before his wedding, a cold ceo is hit by a car and awakens a changed man. as he and the driver fall in love, more changes appear on the road ahead.",2021,8
s321,tv show,top secret ufo projects: declassified,2,2021-08-03,2021,tv-pg,1 Season,"though claims of extraterrestrial encounters have long been dismissed, many believe the existence of ufos is not just likely, but a certainty.",2021,8
s322,tv show,two fathers,2,2021-08-03,2013,tv-14,1 Season,"when two single guys learn a woman they both slept with disappeared after giving birth, they decide to raise her baby girl together as a family.",2021,8
s323,tv show,you're my destiny,2,2021-08-03,2008,tv-ma,1 Season,"a young woman's romantic cruise ends in a twist when she gets pregnant after a one-night stand with a rich executive, turning their lives upside down.",2021,8
s324,tv show,30 rock,2,2021-08-01,2012,tv-14,7 Seasons,liz lemon juggles the demands of running an nbc sketch comedy show with trying to fix her disaster of a personal life and eating her night cheese.,2021,8
s325,tv show,44 cats,2,2021-08-01,2020,tv-y7,3 Seasons,"paw-esome tales abound when singing furry friends lampo, milady, pilou and meatball band together.",2021,8
s326,movie,beethoven,198,2021-08-01,1992,pg,87 min,"a father reluctantly agrees to let his children keep a st. bernard puppy, but the playful pooch soon turns into a full-grown engine of destruction.",2021,8
s327,movie,beethoven's 2nd,199,2021-08-01,1993,pg,88 min,"after st. bernard beethoven sires a brood with missy, he and the newton kids must intervene when missy's owner tries to sell the puppies.",2021,8
s328,movie,beowulf,200,2021-08-01,2007,pg-13,114 min,this deftly animated take on a legendary old english epic tells the timeless tale of a scandinavian hero who's known for slaying dragons.,2021,8
s329,movie,boyka: undisputed,201,2021-08-01,2016,r,90 min,the fourth film in the action franchise finds boyka taking on brutal gangsters to protect the widow of a man he unintentionally killed in the ring.,2021,8
s330,movie,catch me if you can,26,2021-08-01,2002,pg-13,142 min,"an fbi agent makes it his mission to put cunning con man frank abagnale jr. behind bars. but frank not only eludes capture, he revels in the pursuit.",2021,8
s331,movie,cloudy with a chance of meatballs,202,2021-08-01,2009,pg,90 min,"when inventor flint lockwood makes clouds rain food, the citizens of chewandswallow can feed themselves. but a bowl of disaster is about to overflow.",2021,8
s332,tv show,darwin’s game,2,2021-08-01,2020,tv-ma,1 Season,high schooler kaname activates a mysterious mobile app and unwittingly joins a game pitting players with supernatural abilities against each other.,2021,8
s333,movie,deep blue sea,79,2021-08-01,1999,r,105 min,scientists conduct research on sharks in search of an alzheimer's cure. but a dangerous shortcut leads to huge sharks with near-human intelligence.,2021,8
s334,movie,ferris bueller's day off,203,2021-08-01,1986,pg-13,103 min,"after faking an illness to skip school, popular teen ferris bueller enjoys a fun-filled day in chicago with his girlfriend and his uptight best friend.",2021,8
s335,movie,five feet apart,204,2021-08-01,2019,pg-13,116 min,a teen with cystic fibrosis shakes up her daily routine and challenges hospital protocol when she falls for a fellow patient.,2021,8
s336,movie,freedomland,205,2021-08-01,2006,r,113 min,"when a woman reports that her infant son was kidnapped by a black man, an african american detective and a white activist team up to dig for details.",2021,8
s337,tv show,friday night lights,2,2021-08-01,2010,tv-14,5 Seasons,eric taylor faces enormous pressure when he signs on as the new coach of a small-town texas football team that's poised to win the state championship.,2021,8
s338,movie,good luck chuck,206,2021-08-01,2007,r,99 min,"every time chuck breaks up with a girlfriend, she ends up engaged to her next boyfriend. soon, women are dating chuck in hopes of meeting mr. right.",2021,8
s339,tv show,hunter x hunter (2011),2,2021-08-01,2014,tv-14,6 Seasons,"to fulfill his dreams of becoming a legendary hunter like his dad, a young boy must pass a rigorous examination and find his missing father.",2021,8
s340,movie,i missed you: director's cut,207,2021-08-01,2021,tv-14,96 min,a workaholic reconnects with two men she blocked on social media five years ago and begins to reflect on her past life choices.,2021,8
s341,movie,inception,208,2021-08-01,2010,pg-13,148 min,a troubled thief who extracts secrets from people's dreams takes one last job: leading a dangerous mission to plant an idea in a target's subconscious.,2021,8
s342,movie,magnolia,209,2021-08-01,1999,r,189 min,"through chance, history and divine intervention, a cast of eclectic characters weaves and warps through each other's lives on a random day in california.",2021,8
s343,movie,major payne,210,2021-08-01,1995,pg-13,97 min,a hardened marine is given his marching orders and must now lead a disorderly group of mismatched cadets into a junior rotc competition.,2021,8
s344,movie,my girl,211,2021-08-01,1991,pg-13,102 min,this coming-of-age charmer follows a summer in the life of an 11-year-old girl who learns about love and loss as she grapples with profound changes.,2021,8
s345,movie,my girl 2,211,2021-08-01,1994,pg,99 min,a teen makes surprising discoveries when she talks to her dead mother's high school friends for an essay about someone she admires but has never met.,2021,8
s346,movie,open season: scared silly,212,2021-08-01,2015,pg,85 min,"when a spooky werewolf tale scares boog out of joining the annual camping trip, his friends hatch a plan to cure him of his fear.",2021,8
s347,movie,pineapple express,213,2021-08-01,2008,r,112 min,"after witnessing a murder, a perpetually stoned process server and his good-natured dealer go on the run from a drug lord who's out to kill them.",2021,8
s348,movie,planet 51,214,2021-08-01,2009,pg,91 min,"after landing on a planet reminiscent of 1950s suburbia, a human astronaut tries to avoid capture, recover his spaceship and make it home safely.",2021,8
s349,movie,poms,215,2021-08-01,2019,pg-13,91 min,"after moving to a retirement community, loner martha befriends a fun-loving neighbor and forms a cheerleading club for young-at-heart seniors.",2021,8
s350,movie,seabiscuit,216,2021-08-01,2003,pg-13,141 min,an ungainly-looking colt becomes a winning thoroughbred in this depression-era drama based on the true story of champion racehorse seabiscuit.,2021,8
s351,movie,space cowboys,217,2021-08-01,2000,pg-13,130 min,a retired engineer agrees to help nasa prevent a russian satellite from falling to earth if he and his over-the-hill pals can man the mission.,2021,8
s352,movie,team america: world police,218,2021-08-01,2004,r,98 min,"in this musical satire, an all-marionette police force takes on the challenging role of keeping the peace on a troubled planet.",2021,8
s353,movie,the edge of seventeen,219,2021-08-01,2016,r,105 min,a troubled teenager finds high school life even less bearable after she catches her childhood best friend hooking up with her popular older brother.,2021,8
s354,movie,the haunting in connecticut 2: ghosts of georgia,220,2021-08-01,2013,r,101 min,a couple's georgia dream home becomes a living nightmare when their daughter begins to have frightening visions from the property's terrible past.,2021,8
s355,movie,the last boy scout,221,2021-08-01,1991,r,105 min,private eye joe hallenbeck is forced to team up with a disgraced quarterback to uncover a conspiracy by a politician and a football team owner.,2021,8
s356,movie,the lincoln lawyer,222,2021-08-01,2011,r,118 min,a street-wise defense lawyer who operates out of the back seat of his lincoln lands a high-profile case that soon puts him and his family in danger.,2021,8
s357,movie,the losers,223,2021-08-01,2010,pg-13,97 min,"after a search-and-destroy mission leads to betrayal, an elite black ops squad seeks revenge. but they must remain deep undercover to even the score.",2021,8
s358,movie,the machinist,138,2021-08-01,2004,r,102 min,"haunted and gaunt after a prolonged bout of insomnia, factory worker trevor reznik begins to question his sanity amid a series of mysterious events.",2021,8
s359,movie,the net,224,2021-08-01,1995,pg-13,114 min,"a computer analyst becomes a target after she stumbles onto a conspiracy via a mysterious floppy disk, forcing her to go on the run to clear her name.",2021,8
s360,movie,the original kings of comedy,82,2021-08-01,2000,r,111 min,"comedians steve harvey, cedric the entertainer, d.l. hughley and bernie mac hit the stage in an iconic stand-up concert directed by spike lee.",2021,8
s361,movie,valentine's day,225,2021-08-01,2010,pg-13,125 min,the tripwires of modern love are exposed in a carousel involving relationships and the single life on the most romantic day of the year: february 14.,2021,8
s362,tv show,charmed,2,2021-07-31,2021,tv-14,3 Seasons,"after their mother’s tragic death, a trio of sisters bond over their newfound powers, vanquish demons and band together to defend their magical legacy.",2021,7
s363,movie,the lost café,226,2021-07-31,2018,tv-14,76 min,an aspiring filmmaker grapples with her decision to study abroad in norway when she meets an insightful but peculiar owner of a curious coffee shop.,2021,7
s364,movie,the vault,227,2021-07-31,2021,r,118 min,a genius engineer and his crew of amateur thieves plot a scheme to seize a legendary lost treasure hidden in a fortress beneath the bank of spain.,2021,7
s365,tv show,centaurworld,2,2021-07-30,2021,tv-y7,1 Season,"on a quest to reunite with her trusty rider, a fearless war horse journeys through a whimsical world filled with magic, adventure and singing centaurs.",2021,7
s366,movie,eyes of a thief,228,2021-07-30,2014,tv-14,103 min,"after a decade in prison, a palestinian man with a dark secret returns to the west bank and searches for the daughter he lost long ago.",2021,7
s367,tv show,glow up,2,2021-07-30,2021,tv-14,3 Seasons,"in this competition show, aspiring makeup artists navigate colorful challenges to win a career-making opportunity in the beauty industry.",2021,7
s368,movie,i'm glad i did,229,2021-07-30,2020,tv-14,114 min,glimpse into the life and decades-long career of turkish performer metin akpınar through personal interviews with him and his contemporaries.,2021,7
s369,tv show,khawatir,2,2021-07-30,2009,tv-14,1 Season,saudi media personality ahmad al shugairi travels around the world on a quest for knowledge in various cities while offering his personal reflections.,2021,7
s370,tv show,myth & mogul: john delorean,2,2021-07-30,2021,tv-14,1 Season,"in the automotive world, john delorean rose from engineer to executive to icon. but under the hood of his self-created legend lies darkness and deceit.",2021,7
s371,tv show,outer banks,2,2021-07-30,2021,tv-ma,2 Seasons,"on an island of haves and have-nots, teen john b enlists his three best friends to hunt for a legendary treasure linked to his father's disappearance.",2021,7
s372,movie,pomegranates and myrrh,228,2021-07-30,2009,tv-14,95 min,"after her husband is placed under israeli detention, a palestinian newlywed is left to deal with the fallout, resorting to her passion for dabke to cope.",2021,7
s373,movie,rurouni kenshin: the beginning,230,2021-07-30,2021,tv-ma,138 min,"before he was a protector, kenshin was a fearsome assassin known as battosai. but when he meets the gentle tomoe yukishiro, his story begins to change.",2021,7
s374,movie,the last mercenary,231,2021-07-30,2021,tv-ma,112 min,a legendary secret agent-turned-mercenary comes out of hiding to save the son he's never met. learning how to be a dad may be his toughest mission yet.,2021,7
s375,movie,flower girl,232,2021-07-29,2013,tv-pg,94 min,"when a young florist who's long dreamed of her wedding day gets dumped by her boyfriend, she sets out to win him back with help from a handsome actor.",2021,7
s376,movie,resort to love,233,2021-07-29,2021,tv-14,102 min,"reeling from a broken heart and career meltdown, a singer takes a gig at a swanky island resort — where her ex-fiancé happens to be getting married.",2021,7
s377,tv show,transformers: war for cybertron: kingdom,2,2021-07-29,2021,tv-y7,1 Season,the frantic race to locate the allspark first culminates on a strange planet as the future comes crashing through to the present day.,2021,7
s378,movie,bartkowiak,234,2021-07-28,2021,tv-ma,92 min,"after his brother dies in a car crash, a disgraced mma fighter takes over the family nightclub — and soon learns his sibling's death wasn’t an accident.",2021,7
s379,movie,fantastic fungi,235,2021-07-28,2019,tv-14,81 min,"delve into the magical world of fungi, from mushrooms that clear oil spills to underground fungal networks that help trees communicate.",2021,7
s380,tv show,tattoo redo,2,2021-07-28,2021,tv-ma,1 Season,"bad tattoos walk in. great tattoos walk out. top artists transform tattoo disasters into stunning cover-ups, with designs chosen by clients' loved ones.",2021,7
s381,tv show,the flash,236,2021-07-28,2021,tv-14,7 Seasons,a forensics expert who wakes from a coma with amazing new powers squares off against forces threatening the city in this live-action superhero romp.,2021,7
s382,tv show,the snitch cartel: origins,2,2021-07-28,2021,tv-ma,1 Season,"over four decades, two brothers in cali juggle family duties, multiple romances and illegal businesses, transforming from poor kids to cocaine kingpins.",2021,7
s383,tv show,all american,2,2021-07-27,2021,tv-14,3 Seasons,culture clashes and brewing rivalries test a teen football player from south los angeles when he’s recruited to the beverly hills high school team.,2021,7
s384,movie,department,237,2021-07-27,2012,tv-ma,143 min,"two cops form a task force to take down two mobsters, but when a sinister politician enters the picture, dubious loyalties and motives come to light.",2021,7
s385,movie,hostage house,238,2021-07-27,2021,tv-14,86 min,"a realtor and her daughter get taken captive by two fugitive criminals during an open house, forcing her to find creative ways to ensure their survival.",2021,7
s386,tv show,how to sell drugs online (fast),2,2021-07-27,2021,tv-ma,3 Seasons,"to win back his ex-girlfriend, a nerdy teen starts selling ecstasy online out of his bedroom – and becomes one of europe's biggest dealers.",2021,7
s387,tv show,mighty express,2,2021-07-27,2021,tv-y,4 Seasons,catch a ride with the mighty express — a team of trains and their kid friends who overcome trouble on the tracks with quick thinking and teamwork!,2021,7
s388,movie,mimi,239,2021-07-27,2021,tv-14,132 min,"an aspiring actress in a small town agrees to bear a child for a visiting couple seeking a surrogate mother, but her experience takes unexpected turns.",2021,7
s389,tv show,plastic cup boyz: laughing my mask off!,240,2021-07-27,2021,tv-ma,1 Season,comedy collective the plastic cup boyz pour out the punchlines in atlanta during a trio of raw and lively stand-up specials.,2021,7
s390,movie,the operative,241,2021-07-27,2019,tv-ma,117 min,"working as a mossad spy assigned to tehran, rachel reaches her breaking point. now it’s dangerously hard to tell whose side she’s on.",2021,7
s391,tv show,the walking dead,2,2021-07-26,2019,tv-ma,10 Seasons,"in the wake of a zombie apocalypse, survivors hold on to the hope of humanity by banding together to wage a fight for their own survival.",2021,7
s392,tv show,wynonna earp,2,2021-07-26,2020,tv-ma,4 Seasons,the outcast descendant of lawman wyatt earp teams up with an immortal doc holliday to rid the world of demonic revenants from the wild west.,2021,7
s393,movie,django unchained,242,2021-07-24,2012,r,165 min,"accompanied by a german bounty hunter, a freed slave named django travels across america to free his wife from a sadistic plantation owner.",2021,7
s394,movie,a second chance: rivals!,243,2021-07-23,2021,pg,91 min,"crushed when she doesn't qualify for the olympics, a now-grown maddy cornell finds new purpose coaching young gymnasts going up against a rival team.",2021,7
s395,movie,african america,244,2021-07-23,2021,tv-ma,97 min,a disgruntled south african woman leaves her fiancé and embezzles money from her job to pursue her dream of being a broadway star in new york city.,2021,7
s396,movie,bankrolled,245,2021-07-23,2021,tv-ma,97 min,two directionless millennial bros get high and pitch a bold new social justice app that raises millions. then they have to come up with the app.,2021,7
s397,movie,blood red sky,246,2021-07-23,2021,tv-ma,123 min,"when a group of terrorists hijacks an overnight transatlantic flight, a mysteriously ill woman must unleash a monstrous secret to protect her young son.",2021,7
s398,tv show,feels like ishq,2,2021-07-23,2021,tv-ma,1 Season,short films follow young adults as they navigate the gamut of emotions that come with finding romantic connection in unexpected places.,2021,7
s399,movie,kingdom: ashin of the north,247,2021-07-23,2021,tv-ma,94 min,"tragedy, betrayal and a mysterious discovery fuel a woman's vengeance for the loss of her tribe and family in this special episode of ""kingdom.""",2021,7
s400,tv show,masters of the universe: revelation,2,2021-07-23,2021,tv-pg,1 Season,"after a calamitous battle fractures eternia, teela and an unlikely alliance must prevent the end of the universe in this sequel to the ’80s classic.",2021,7
s401,tv show,revelations: the masters of the universe: revelation aftershow,2,2021-07-23,2021,tv-pg,1 Season,take a behind-the-scenes look at “masters of the universe: revelation” as showrunner kevin smith and others interview the cast about their iconic roles.,2021,7
s402,tv show,sky rojo,2,2021-07-23,2021,tv-ma,2 Seasons,a fatal turn of events at a brothel sends three women haunted by their pasts on a wild run from their pimp and his henchmen.,2021,7
s403,movie,the last letter from your lover,248,2021-07-23,2021,tv-ma,111 min,"after finding a trove of love letters from 1965, a reporter sets out to solve the mystery of a secret affair — while embarking on a romance of her own.",2021,7
