show_id,type,title,director_id,date_added,release_year,rating,duration,description,year_added,month_added
s1,movie,dick johnson is dead,1,2021-09-25,2020,pg-13,90 min,"as her father nears the end of his life, filmmaker kirsten johnson stages his death in inventive and comical ways to help them both face the inevitable.",2021,9
s2,tv show,blood & water,2,2021-09-24,2021,tv-ma,2 Seasons,"after crossing paths at a party, a cape town teen sets out to prove whether a private-school swimming star is her sister who was abducted at birth.",2021,9
s3,tv show,ganglands,3,2021-09-24,2021,tv-ma,1 Season,"to protect his family from a powerful drug lord, skilled thief mehdi and his expert team of robbers are pulled into a violent and deadly turf war.",2021,9
s4,tv show,jailbirds new orleans,2,2021-09-24,2021,tv-ma,1 Season,"feuds, flirtations and toilet talk go down among the incarcerated women at the orleans justice center in new orleans on this gritty reality series.",2021,9
s5,tv show,kota factory,2,2021-09-24,2021,tv-ma,2 Seasons,"in a city of coaching centers known to train india’s finest collegiate minds, an earnest but unexceptional student and his friends navigate campus life.",2021,9
s6,tv show,midnight mass,4,2021-09-24,2021,tv-ma,1 Season,"the arrival of a charismatic young priest brings glorious miracles, ominous mysteries and renewed religious fervor to a dying town desperate to believe.",2021,9
s7,movie,my little pony: a new generation,5,2021-09-24,2021,pg,91 min,"equestria's divided. but a bright-eyed hero believes earth ponies, pegasi and unicorns should be pals — and, hoof to heart, she’s determined to prove it.",2021,9
s8,movie,sankofa,6,2021-09-24,1993,tv-ma,125 min,"on a photo shoot in ghana, an american model slips back in time, becomes enslaved on a plantation and bears witness to the agony of her ancestral past.",2021,9
s9,tv show,the great british baking show,7,2021-09-24,2021,tv-14,9 Seasons,"a talented batch of amateur bakers face off in a 10-week competition, whipping up their best dishes in the hopes of being named the u.k.'s best.",2021,9
s10,movie,the starling,8,2021-09-24,2021,pg-13,104 min,a woman adjusting to life after a loss contends with a feisty bird that's taken over her garden — and a husband who's struggling to find a way forward.,2021,9
s11,tv show,"vendetta: truth, lies and the mafia",2,2021-09-24,2021,tv-ma,1 Season,"sicily boasts a bold ""anti-mafia"" coalition. but what happens when those trying to bring down organized crime are accused of being criminals themselves?",2021,9
s12,tv show,bangkok breaking,9,2021-09-23,2021,tv-ma,1 Season,"struggling to earn a living in bangkok, a man joins an emergency rescue service and realizes he must unravel a citywide conspiracy.",2021,9
s13,movie,je suis karl,10,2021-09-23,2021,tv-ma,127 min,"after most of her family is murdered in a terrorist bombing, a young woman is unknowingly lured into joining the very group that killed them.",2021,9
s14,movie,confessions of an invisible girl,11,2021-09-22,2021,tv-pg,91 min,"when the clever but socially-awkward tetê joins a new school, she'll do anything to fit in. but the queen bee among her classmates has other ideas.",2021,9
s15,tv show,crime stories: india detectives,2,2021-09-22,2021,tv-ma,1 Season,cameras following bengaluru police on the job offer a rare glimpse into the complex and challenging inner workings of four major crime investigations.,2021,9
s16,tv show,dear white people,2,2021-09-22,2021,tv-ma,4 Seasons,"students of color navigate the daily slights and slippery politics of life at an ivy league college that's not nearly as ""post-racial"" as it thinks.",2021,9
s17,movie,europe's most dangerous man: otto skorzeny in spain,12,2021-09-22,2020,tv-ma,67 min,"declassified documents reveal the post-wwii life of otto skorzeny, a close hitler ally who escaped to spain and became an adviser to world presidents.",2021,9
s18,tv show,falsa identidad,2,2021-09-22,2020,tv-ma,2 Seasons,strangers diego and isabel flee their home in mexico and pretend to be a married couple to escape his drug-dealing enemies and her abusive husband.,2021,9
s19,movie,intrusion,13,2021-09-22,2021,tv-14,94 min,"after a deadly home invasion at a couple’s new dream house, the traumatized wife searches for answers — and learns the real danger is just beginning.",2021,9
s20,tv show,jaguar,2,2021-09-22,2021,tv-ma,1 Season,"in the 1960s, a holocaust survivor joins a group of self-trained spies who seek justice against nazis fleeing to spain to hide after wwii.",2021,9
s21,tv show,monsters inside: the 24 faces of billy milligan,14,2021-09-22,2021,tv-14,1 Season,"in the late 1970s, an accused serial rapist claims multiple personalities control his behavior, setting off a legal odyssey that captivates america.",2021,9
s22,tv show,resurrection: ertugrul,2,2021-09-22,2018,tv-14,5 Seasons,"when a good deed unwittingly endangers his clan, a 13th-century turkish warrior agrees to fight a sultan's enemies in exchange for new tribal land.",2021,9
s23,movie,avvai shanmughi,15,2021-09-21,1996,tv-pg,161 min,"newly divorced and denied visitation rights with his daughter, a doting father disguises himself as a gray-haired nanny in order to spend time with her.",2021,9
s24,movie,go! go! cory carson: chrissy takes the wheel,16,2021-09-21,2021,tv-y,61 min,"from arcade games to sled days and hiccup cures, cory carson’s curious little sister chrissy speeds off on her own for fun and adventure all over town!",2021,9
s25,movie,jeans,17,2021-09-21,1998,tv-14,166 min,"when the father of the man she loves insists that his twin sons marry twin sisters, a woman creates an alter ego that might be a bit too convincing.",2021,9
s26,tv show,love on the spectrum,2,2021-09-21,2021,tv-14,2 Seasons,"finding love can be hard for anyone. for young adults on the autism spectrum, exploring the unpredictable world of dating is even more complicated.",2021,9
s27,movie,minsara kanavu,18,2021-09-21,1997,tv-pg,147 min,a tangled love triangle ensues when a man falls for a woman studying to become a nun — and she falls for the friend he enlists to help him pursue her.,2021,9
s28,movie,grown ups,19,2021-09-20,2010,pg-13,103 min,"mourning the loss of their beloved junior high basketball coach, five middle-aged pals reunite at a lake house and rediscover the joys of being a kid.",2021,9
s29,movie,dark skies,20,2021-09-19,2013,pg-13,97 min,"a family’s idyllic suburban life shatters when an alien force invades their home, and as they struggle to convince others of the deadly threat.",2021,9
s30,movie,paranoia,21,2021-09-19,2013,pg-13,106 min,"blackmailed by his company's ceo, a low-level employee finds himself forced to spy on the boss's rival and former mentor.",2021,9
s31,movie,ankahi kahaniya,22,2021-09-17,2021,tv-14,111 min,"as big city life buzzes around them, lonely souls discover surprising sources of connection and companionship in three tales of love, loss and longing.",2021,9
s32,tv show,chicago party aunt,2,2021-09-17,2021,tv-ma,1 Season,chicago party aunt diane is an idolized troublemaker with a talent for avoiding adulthood — and a soft spot for her soul-searching nephew.,2021,9
s33,tv show,sex education,2,2021-09-17,2020,tv-ma,3 Seasons,"insecure otis has all the answers when it comes to sex advice, thanks to his therapist mom. so rebel maeve proposes a school sex-therapy clinic.",2021,9
s34,tv show,squid game,2,2021-09-17,2021,tv-ma,1 Season,"hundreds of cash-strapped players accept a strange invitation to compete in children's games. inside, a tempting prize awaits — with deadly high stakes.",2021,9
s35,tv show,tayo and little wizards,2,2021-09-17,2020,tv-y7,1 Season,tayo speeds into an adventure when his friends get kidnapped by evil magicians invading their city in search of a magical gemstone.,2021,9
s36,movie,the father who moves mountains,23,2021-09-17,2021,tv-ma,110 min,"when his son goes missing during a snowy hike in the mountains, a retired intelligence officer will stop at nothing — and risk everything — to find him.",2021,9
s37,movie,the stronghold,24,2021-09-17,2021,tv-ma,105 min,"tired of the small-time grind, three marseille cops get a chance to bust a major drug network. but lines blur when a key informant makes a big ask.",2021,9
s38,tv show,angry birds,2,2021-09-16,2018,tv-y7,1 Season,"birds red, chuck and their feathered friends have lots of adventures while guarding eggs in their nest that pesky pigs keep trying to steal.",2021,9
s39,movie,birth of the dragon,25,2021-09-16,2017,pg-13,96 min,"a young bruce lee angers kung fu traditionalists by teaching outsiders, leading to a showdown with a shaolin master in this film based on real events.",2021,9
s40,tv show,chhota bheem,2,2021-09-16,2021,tv-y7,3 Seasons,"a brave, energetic little boy with superhuman powers leads his friends on exciting adventures to guard their fellow dholakpur villagers from evil.",2021,9
s41,tv show,he-man and the masters of the universe,2,2021-09-16,2021,tv-y7,1 Season,mighty teen adam and his heroic squad of misfits discover the legendary power of grayskull — and their destiny to defend eternia from sinister skeletor.,2021,9
s42,movie,jaws,26,2021-09-16,1975,pg,124 min,"when an insatiable great white shark terrorizes amity island, a police chief, an oceanographer and a grizzled shark hunter seek to destroy the beast.",2021,9
s43,movie,jaws 2,27,2021-09-16,1978,pg,116 min,"four years after the last deadly shark attacks, police chief martin brody fights to protect amity island from another killer great white.",2021,9
s44,movie,jaws 3,28,2021-09-16,1983,pg,98 min,"after the staff of a marine theme park try to capture a young great white shark, they discover its mother has invaded the enclosure and is out for blood.",2021,9
s45,movie,jaws: the revenge,29,2021-09-16,1987,pg-13,91 min,"after another deadly shark attack, ellen brody has had enough of amity island and moves to the caribbean – but a great white shark follows her there.",2021,9
s46,movie,my heroes were cowboys,30,2021-09-16,2021,pg,23 min,"robin wiltshire's painful childhood was rescued by westerns. now he lives on the frontier of his dreams, training the horses he loves for the big screen.",2021,9
s47,movie,safe house,31,2021-09-16,2012,r,115 min,young cia operative matt weston must get a dangerous criminal out of an agency safe house that's come under attack and get him to a securer location.,2021,9
s48,tv show,the smart money woman,32,2021-09-16,2020,tv-ma,1 Season,"five glamorous millennials strive for success as they juggle careers, finances, love and friendships. based on arese ugwu's 2016 best-selling novel.",2021,9
s49,movie,training day,33,2021-09-16,2001,r,122 min,a rookie cop with one day to prove himself to a veteran lapd narcotics officer receives a crash course in his mentor's questionable brand of justice.,2021,9
s50,tv show,castle and castle,2,2021-09-15,2021,tv-ma,2 Seasons,"a pair of high-powered, successful lawyers find themselves defending opposite interests of the justice system, causing a strain on their happy marriage.",2021,9
s51,tv show,dharmakshetra,2,2021-09-15,2014,tv-pg,1 Season,"after the ancient great war, the god chitragupta oversees a trial to determine who were the battle's true heroes and villains.",2021,9
s52,movie,inuyasha the movie 2: the castle beyond the looking glass,34,2021-09-15,2002,tv-14,99 min,"with their biggest foe seemingly defeated, inuyasha and his friends return to everyday life. but the peace is soon shattered by an emerging new enemy.",2021,9
s53,movie,inuyasha the movie 3: swords of an honorable ruler,34,2021-09-15,2003,tv-14,99 min,the great dog demon beaqueathed one of the three swords of the fang to each of his two sons. now the evil power of the third sword has been awakened.,2021,9
s54,movie,inuyasha the movie 4: fire on the mystic island,34,2021-09-15,2004,tv-pg,88 min,"ai, a young half-demon who has escaped from horai island to try to help her people, returns with potential saviors inuyasha, sesshomaru and kikyo.",2021,9
s55,movie,inuyasha the movie: affections touching across time,34,2021-09-15,2001,tv-pg,100 min,"a powerful demon has been sealed away for 200 years. but when the demon's son is awakened, the fate of the world is in jeopardy.",2021,9
s56,tv show,nailed it,2,2021-09-15,2021,tv-pg,6 Seasons,"home bakers with a terrible track record take a crack at re-creating edible masterpieces for a $10,000 prize. it's part reality contest, part hot mess.",2021,9
s57,movie,naruto shippuden the movie: blood prison,35,2021-09-15,2011,tv-14,102 min,"mistakenly accused of an attack on the fourth raikage, ninja naruto is imprisoned in the impenetrable hozuki castle and his powers are sealed.",2021,9
s58,movie,naruto shippûden the movie: bonds,36,2021-09-15,2008,tv-pg,93 min,"when strange ninjas ambush the village of konohagakure, it's up to adolescent ninja naruto and his long-missing pal, sasuke, to save the planet.",2021,9
s59,movie,naruto shippûden the movie: the will of fire,35,2021-09-15,2009,tv-pg,96 min,"when four out of five ninja villages are destroyed, the leader of the one spared tries to find the true culprit and protect his land.",2021,9
s60,movie,naruto shippuden: the movie,36,2021-09-15,2007,tv-pg,95 min,"the adventures of adolescent ninja naruto uzumaki continue as he's tasked with protecting a priestess from a demon – but to do so, he must die.",2021,9
s61,movie,naruto shippuden: the movie: the lost tower,35,2021-09-15,2010,tv-14,85 min,"when naruto is sent to recover a missing nin, the rogue manages to send him 20 years into the past, where he unites with his father to battle evil.",2021,9
s62,movie,naruto the movie 2: legend of the stone of gelel,37,2021-09-15,2005,tv-pg,97 min,"while on a mission to return a missing pet, naruto and two fellow ninjas are ambushed by brutal knights led by the enigmatic temujin.",2021,9
s63,movie,naruto the movie 3: guardians of the crescent moon kingdom,38,2021-09-15,2006,tv-pg,95 min,"exuberant ninja naruto teams up with his pals sakura and kakashi to escort prince michiru and his son, hikaru, to the crescent moon kingdom.",2021,9
s64,movie,naruto the movie: ninja clash in the land of snow,39,2021-09-15,2004,tv-pg,83 min,"naruto, sasuke and sakura learn they'll be protecting an actress from being hurt while making her next film, but it turns out she's a princess.",2021,9
s65,movie,nightbooks,40,2021-09-15,2021,tv-pg,103 min,scary story fan alex must tell a spine-tingling tale every night — or stay trapped with his new friend in a wicked witch's magical apartment forever.,2021,9
s66,tv show,numberblocks,2,2021-09-15,2021,tv-y,6 Seasons,"in a place called numberland, math adds up to tons of fun when a group of cheerful blocks work, play and sing together.",2021,9
s67,tv show,raja rasoi aur anya kahaniyan,2,2021-09-15,2014,tv-g,1 Season,"explore the history and flavors of regional indian cuisine, from traditional kashmiri feasts to the vegetarian dishes of gujarat.",2021,9
s68,tv show,saved by the bell,2,2021-09-15,1994,tv-pg,9 Seasons,"from middle school to college, best friends zack, kelly, slater, jessie, screech and lisa take on the highs and lows of life together in this hit series.",2021,9
s69,movie,schumacher,41,2021-09-15,2021,tv-14,113 min,"through exclusive interviews and archival footage, this documentary traces an intimate portrait of seven-time formula 1 champion michael schumacher.",2021,9
s70,tv show,stories by rabindranath tagore,2,2021-09-15,2015,tv-pg,1 Season,the writings of nobel prize winner rabindranath tagore come to life in this collection of tales set in early-20th-century bengal.,2021,9
s71,tv show,too hot to handle: latino,2,2021-09-15,2021,tv-ma,1 Season,"on this reality show, singles from latin america and spain are challenged to give up sex. but here, abstinence comes with a silver lining: us$100,000.",2021,9
s72,movie,a storybots space adventure,42,2021-09-14,2021,tv-y,13 min,join the storybots and the space travelers of the historic inspiration4 mission as they search for answers to kids' questions about space.,2021,9
s73,tv show,jack whitehall: travels with my father,2,2021-09-14,2021,tv-ma,5 Seasons,"jovial comic jack whitehall invites his stuffy father, michael, to travel with him through southeast asia in an attempt to strengthen their bond.",2021,9
s74,movie,king of boys,43,2021-09-14,2018,tv-ma,182 min,"when a powerful businesswoman’s political ambitions are threatened by her underworld connections, the ensuing power struggle could cost her everything.",2021,9
s75,tv show,the world's most amazing vacation rentals,2,2021-09-14,2021,tv-pg,2 Seasons,"with an eye for every budget, three travelers visit vacation rentals around the globe and share their expert tips and tricks in this reality series.",2021,9
s76,movie,you vs. wild: out cold,44,2021-09-14,2021,tv-g,106 min,"after a plane crash leaves bear with amnesia, he must make choices to save the missing pilot and survive in this high-stakes interactive adventure.",2021,9
s77,tv show,yowamushi pedal,2,2021-09-14,2013,tv-14,1 Season,"a timid, anime-loving teen gets drawn into a school cycling club, where his new friends help him face tough challenges to develop his racing talent.",2021,9
s78,movie,little singham - black shadow,45,2021-09-11,2021,tv-y7,48 min,kid cop little singham loses all his superpowers while trying to stop the demon kaal’s new evil plans! can his inner strength help him defeat the enemy?,2021,9
s79,movie,tughlaq durbar,46,2021-09-11,2020,tv-14,145 min,a budding politician has devious plans to rise in the ranks — until an unexpected new presence begins to interfere with his every crooked move.,2021,9
s80,movie,tughlaq durbar (telugu),46,2021-09-11,2021,tv-14,145 min,a budding politician has devious plans to rise in the ranks — until an unexpected new presence begins to interfere with his every crooked move.,2021,9
s81,movie,firedrake the silver dragon,47,2021-09-10,2021,tv-y7,93 min,"when his home is threatened by humans, a young dragon summons the courage to seek a mythical paradise where dragons can live in peace and fly free.",2021,9
s82,movie,kate,48,2021-09-10,2021,r,106 min,"slipped a fatal poison on her final job, a ruthless assassin working in tokyo has less than 24 hours to find out who ordered the hit and exact revenge.",2021,9
s83,tv show,lucifer,2,2021-09-10,2021,tv-14,6 Seasons,"bored with being the lord of hell, the devil relocates to los angeles, where he opens a nightclub and forms a connection with a homicide detective.",2021,9
s84,tv show,metal shop masters,2,2021-09-10,2021,tv-ma,1 Season,"on this competition show, a group of metal artists torch, cut and weld epic, badass creations from hardened steel. only one will win a $50,000 prize.",2021,9
s85,movie,omo ghetto: the saga,49,2021-09-10,2020,tv-ma,147 min,"twins are reunited as a good-hearted female gangster and her uptight rich sister take on family, crime, cops and all of the trouble that follows them.",2021,9
s86,tv show,pokémon master journeys: the series,2,2021-09-10,2021,tv-y7,1 Season,"as ash battles his way through the world coronation series, goh continues his quest to catch every pokémon. together, they're on a journey to adventure!",2021,9
s87,movie,prey,50,2021-09-10,2021,tv-ma,87 min,a hiking trip into the wild turns into a desperate bid for survival for five friends on the run from a mysterious shooter.,2021,9
s88,tv show,titipo titipo,2,2021-09-10,2019,tv-y,2 Seasons,titipo the train is out to prove that he's got what it takes to help the folks of train village ride the rails safely and reliably.,2021,9
s89,movie,blood brothers: malcolm x & muhammad ali,51,2021-09-09,2021,pg-13,96 min,"from a chance meeting to a tragic fallout, malcolm x and muhammad ali's extraordinary bond cracks under the weight of distrust and shifting ideals.",2021,9
s90,tv show,mighty raju,2,2021-09-09,2017,tv-y7,4 Seasons,"born with superhuman abilities, young raju wants to use his powers to make the world a better place — but that will mean facing plenty of challenges!",2021,9
s91,movie,paradise hills,52,2021-09-09,2019,tv-ma,95 min,"uma wakes up in a lush tropical facility designed to turn willful girls into perfect ladies. that’s bad enough, but its real purpose is even worse.",2021,9
s92,movie,the women and the murderer,53,2021-09-09,2021,tv-14,92 min,this documentary traces the capture of serial killer guy georges through the tireless work of two women: a police chief and a victim's mother.,2021,9
s93,tv show,into the night,2,2021-09-08,2021,tv-ma,2 Seasons,passengers and crew aboard a hijacked overnight flight scramble to outrace the sun as a mysterious cosmic event wreaks havoc on the world below.,2021,9
s94,movie,jj+e,54,2021-09-08,2021,tv-ma,91 min,"elisabeth and john-john live in the same city, but they inhabit different worlds. can a passionate first love break through class and cultural barriers?",2021,9
s95,movie,show dogs,55,2021-09-08,2018,pg,90 min,a rough and tough police dog must go undercover with an fbi agent as a prim and proper pet at a dog show to save a baby panda from an illegal sale.,2021,9
s96,tv show,the circle,2,2021-09-08,2021,tv-ma,3 Seasons,"status and strategy collide in this social experiment and competition show where online players flirt, befriend and catfish their way toward $100,000.",2021,9
s97,movie,if i leave here tomorrow: a film about lynyrd skynyrd,56,2021-09-07,2018,tv-ma,97 min,"using interviews and archival footage, this documentary charts the story of the legendary southern rockers with a focus on front man ronnie van zant.",2021,9
s98,tv show,kid cosmic,2,2021-09-07,2021,tv-y7,2 Seasons,a boy's superhero dreams come true when he finds five powerful cosmic stones. but saving the day is harder than he imagined — and he can't do it alone.,2021,9
s99,tv show,octonauts: above & beyond,2,2021-09-07,2021,tv-y,1 Season,"the octonauts expand their exploration beyond the sea — and onto land! with new rides and new friends, they'll protect any habitats and animals at risk.",2021,9
s100,tv show,on the verge,2,2021-09-07,2021,tv-ma,1 Season,"four women — a chef, a single mom, an heiress and a job seeker — dig into love and work, with a generous side of midlife crises, in pre-pandemic la.",2021,9
s101,tv show,tobot galaxy detectives,2,2021-09-07,2019,tv-y7,2 Seasons,"an intergalactic device transforms toy cars into robots: the tobots! working with friends to solve mysteries, they protect the world from evil.",2021,9
s102,movie,untold: breaking point,57,2021-09-07,2021,tv-ma,80 min,"under pressure to continue a winning tradition in american tennis, mardy fish faced mental health challenges that changed his life on and off the court.",2021,9
s103,tv show,countdown: inspiration4 mission to space,58,2021-09-06,2021,tv-14,1 Season,"from training to launch to landing, this all-access docuseries rides along with the inspiration4 crew on the first all-civilian orbital space mission.",2021,9
s104,movie,shadow parties,59,2021-09-06,2020,tv-ma,117 min,a family faces destruction in a long-running conflict between communities that pits relatives against each other amid attacks and reprisals.,2021,9
s105,tv show,tayo the little bus,2,2021-09-06,2016,tv-y,2 Seasons,"as they learn their routes around the busy city, tayo and his little bus friends discover new sights and go on exciting adventures every day.",2021,9
s106,movie,angamaly diaries,60,2021-09-05,2017,tv-14,128 min,"after growing up amidst the gang wars of his hometown, vincent forms an entrepreneurial squad of his own and ends up on the wrong side of the law.",2021,9
s107,tv show,bunk'd,2,2021-09-05,2021,tv-g,5 Seasons,"the ross siblings of disney's hit series ""jessie"" spend a summer full of fun and adventure at maine's camp kikiwaka, where their parents first met.",2021,9
s108,movie,a champion heart,61,2021-09-04,2018,g,90 min,"when a grieving teen must work off her debt to a ranch, she cares for a wounded horse that teaches her more about healing than she expected.",2021,9
s109,tv show,dive club,2,2021-09-03,2021,tv-g,1 Season,"on the shores of cape mercy, a skillful group of teen divers investigate a series of secrets and signs after one of their own mysteriously goes missing.",2021,9
s110,tv show,la casa de papel,2,2021-09-03,2021,tv-ma,5 Seasons,eight thieves take hostages and lock themselves in the royal mint of spain as a criminal mastermind manipulates the police to carry out his plan.,2021,9
s111,tv show,money heist: from tokyo to berlin,62,2021-09-03,2021,tv-ma,1 Season,"the filmmakers and actors behind ""money heist"" characters like tokyo and the professor talk about the emotional artistic process of filming the series.",2021,9
s112,tv show,sharkdog,2,2021-09-03,2021,tv-y,1 Season,"half shark, half dog with a big heart and a belly full of fish sticks! together, sharkdog and his human pal max can take on any silly or messy adventure.",2021,9
s113,movie,worth,63,2021-09-03,2021,pg-13,119 min,"in the wake of the sept. 11 attacks, a lawyer faces an emotional reckoning as he attempts to put a dollar value on the lives lost. based on real events.",2021,9
s114,movie,afterlife of the party,64,2021-09-02,2021,tv-pg,110 min,cassie lives to party... until she dies in a freak accident. now this social butterfly needs to right her wrongs on earth if she wants to earn her wings.,2021,9
s115,movie,anjaam,65,2021-09-02,1994,tv-14,143 min,"a wealthy industrialist’s dangerous obsession with a flight attendant destroys her world, until she takes matters into her own hands to exact revenge.",2021,9
s116,movie,bright star,66,2021-09-02,2009,pg,119 min,this drama details the passionate three-year romance between romantic poet john keats – who died tragically at age 25 – and his great love and muse.,2021,9
s117,movie,dhanak,67,2021-09-02,2015,tv-pg,114 min,a movie-loving 10-year-old and her blind little brother trek to meet indian superstar shah rukh khan for help in getting the boy an eye operation.,2021,9
s118,movie,final account,68,2021-09-02,2021,pg-13,94 min,this documentary stitches together never-before-seen interviews with the last living generation of people who participated in hitler's third reich.,2021,9
s119,movie,gurgaon,69,2021-09-02,2017,tv-14,106 min,"when the daughter of a wealthy family returns from college, she gets a frosty welcome from her brother, who has problems – and plans – of his own.",2021,9
s120,movie,here and there,70,2021-09-02,2020,tv-ma,99 min,"after meeting through a heated exchange on social media, two people with different backgrounds begin an online romance in the midst of a pandemic.",2021,9
s121,tv show,heroes of goo jit zu,2,2021-09-02,2021,tv-y7,1 Season,"after a meteor crash, a group of zoo animals transforms into squishy, gooey and stretchy superheroes with special powers and soon takes on evildoers.",2021,9
s122,tv show,hotel del luna,2,2021-09-02,2019,tv-14,1 Season,"when he's invited to manage a hotel for dead souls, an elite hotelier gets to know the establishment's ancient owner and her strange world.",2021,9
s123,movie,in the cut,66,2021-09-02,2003,r,118 min,"after embarking on an affair with the cop probing the murder of a young woman, an insular schoolteacher suspects her lover was involved in the crime.",2021,9
s124,tv show,luv kushh,2,2021-09-02,2012,tv-y7,1 Season,"based on the last book of the epic ramayana, this series follows the endeavors and adventures of lord rama’s twin sons through their childhood.",2021,9
s125,tv show,pororo - the little penguin,2,2021-09-02,2013,tv-y7,3 Seasons,"on a tiny island, pororo the penguin has fun adventures with his friends eddy the fox, loopy the beaver, poby the polar bear and crong the dinosaur.",2021,9
s126,tv show,q-force,2,2021-09-02,2021,tv-ma,1 Season,"a gay superspy and his scrappy lgbtq squad fight to prove themselves to the agency that underestimated them. today, west hollywood… tomorrow, the world!",2021,9
s127,movie,shikara,71,2021-09-02,2020,tv-14,115 min,a couple must strive to remain resilient after regional hostilities drive them from their beloved home into a refugee camp.,2021,9
s128,movie,a cinderella story,72,2021-09-01,2004,pg,95 min,teen sam meets the boy of her dreams at a dance before returning to toil in her stepmother's diner. can her lost cell phone bring them together?,2021,9
s129,movie,agatha christie's crooked house,73,2021-09-01,2017,pg-13,115 min,"when a detective investigates the death of his ex-lover's grandfather, he uncovers secrets about the tycoon's manipulative family.",2021,9
s130,movie,an unfinished life,74,2021-09-01,2005,pg-13,108 min,"a grieving widow and her daughter move in with her estranged father-in-law in wyoming, where time allows them to heal and forgive.",2021,9
s131,movie,barbie big city big dreams,75,2021-09-01,2021,tv-y,63 min,"at a summer performing arts program in new york city, barbie from malibu meets barbie from brooklyn, and the two become fast friends.",2021,9
s132,movie,blade runner: the final cut,76,2021-09-01,1982,r,117 min,"in a smog-choked dystopian los angeles, blade runner rick deckard is called out of retirement to snuff a quartet of escaped ""replicants.""",2021,9
s133,tv show,brave animated series,2,2021-09-01,2021,tv-ma,1 Season,a group of superheroes sets out to rid the world of evil — only to realize they may not be standing on the side of justice. based on a popular comic.,2021,9
s134,movie,chappie,77,2021-09-01,2015,r,121 min,"in a futuristic society where an indestructible robot police force keeps crime at bay, a lone droid evolves to the next level of artificial intelligence.",2021,9
s135,movie,clear and present danger,78,2021-09-01,1994,pg-13,142 min,"when the president's friend is murdered, cia deputy director jack ryan becomes unwittingly involved in an illegal war against a colombian drug cartel.",2021,9
s136,movie,cliffhanger,79,2021-09-01,1993,r,113 min,"ranger gabe walker and his partner are called to rescue a group of stranded climbers, only to learn the climbers are actually thieving hijackers.",2021,9
s137,movie,cold mountain,80,2021-09-01,2003,r,154 min,"this drama follows a wounded civil war soldier making the long journey home, while his faraway love fights for survival on her deceased father's farm.",2021,9
s138,movie,crocodile dundee in los angeles,81,2021-09-01,2001,pg,95 min,"when mick ""crocodile"" dundee and his family land in los angeles, they soon learn some lessons about american life in this comedy sequel.",2021,9
s139,movie,dear john,74,2021-09-01,2010,pg-13,108 min,"while on summer leave, a u.s. soldier falls for a college student. but when he's forced to reenlist, their handwritten letters hold the lovers together.",2021,9
s140,movie,do the right thing,82,2021-09-01,1989,r,120 min,"on a sweltering day in brooklyn, simmering racial tensions between residents rise to the surface and ignite rage, violence and tragedy.",2021,9
s141,movie,"el patrón, radiografía de un crimen",83,2021-09-01,2014,tv-ma,100 min,a lawyer defends an illiterate man whose exploitation by a cruel boss while working as a butcher in buenos aires led to tragedy. based on a true case.,2021,9
s142,movie,extraction,84,2021-09-01,2015,r,82 min,"when a retired cia agent is kidnapped, his son, a government analyst, embarks on an unauthorized mission to find him and halt a terrorist plot.",2021,9
s143,movie,freedom writers,85,2021-09-01,2007,pg-13,124 min,"while her at-risk students are reading classics such as ""the diary of anne frank,"" a teacher asks them to keep journals about their troubled lives.",2021,9
s144,movie,green lantern,86,2021-09-01,2011,pg-13,114 min,test pilot hal jordan harnesses glowing new powers for good when he wears an otherworldly ring and helps an intergalactic force stop a powerful threat.,2021,9
s145,movie,house party,87,2021-09-01,1990,r,104 min,"grounded by his strict father, kid risks life and limb to go to his best friend play's big bash but experiences one obstacle after another.",2021,9
s146,movie,house party 2,88,2021-09-01,1991,r,94 min,"kid goes off to college with scholarship money but when play loses kid's tuition funds to a shady music promoter, they devise a wild plan to raise cash.",2021,9
s147,movie,house party 3,89,2021-09-01,1994,r,94 min,"after kid gets engaged, play plans to throw the biggest bachelor party ever. but every celebration for these two always comes with complications.",2021,9
s148,tv show,how to be a cowboy,2,2021-09-01,2021,tv-pg,1 Season,"dale brisby uses social media savvy and rodeo skills to keep cowboy traditions alive — and now he's teaching the world how to cowboy right, ol' son.",2021,9
s149,tv show,hq barbers,90,2021-09-01,2020,tv-14,1 Season,"when a family run barber shop in the heart of lagos is threatened by real estate developers, they'll do whatever it takes to stay in business.",2021,9
s150,movie,i got the hook up,91,2021-09-01,1998,r,93 min,"after getting their hands on a misdirected shipment of cell phones, two hustlers try to cash in by hawking the merchandise from the back of their van.",2021,9
s151,movie,in too deep,92,2021-09-01,1999,r,97 min,"rookie cop jeffrey cole poses as a drug dealer to take down a crime lord and soon gets caught up in an underworld of bribery, intimidation and murder.",2021,9
s152,movie,initial d,93,2021-09-01,2005,tv-14,109 min,"by day, an 18-year-old delivers tofu for his father, a retired race car driver; but by night, it's the teen's turn to take the wheel.",2021,9
s153,movie,janoskians: untold and untrue,94,2021-09-01,2016,tv-ma,88 min,follow the story of three australian brothers and their two friends who became an international sensation by posting pranks and gags on youtube.,2021,9
s154,tv show,kid-e-cats,2,2021-09-01,2016,tv-y,2 Seasons,"cookie, pudding and candy are kitten siblings whose favorite things are sweet treats and letting their curiosity lead them on adventures in learning.",2021,9
